SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes,Cluster
-0.442415261539403,-1.031098242992038,0.9684816866619224,0.9955474379108492,-0.643290579978945,0.3288072124550547,1.153198887815204,-0.8826896987585607,1.9176598642195937,-0.5628263535705345,1.6675355608279443,0
-0.442415261539403,-0.9092069383597337,-1.5174854188192453,-1.0044724760665291,-0.643290579978945,0.3288072124550547,-0.8671531082505229,1.1329009519499638,-0.521468910445679,-0.5628263535705345,-0.599687361092013,3
-0.442415261539403,1.2035756752668771,0.0072410725425375,-1.0044724760665291,-0.643290579978945,0.3288072124550547,-0.8671531082505229,-0.8826896987585607,1.9176598642195937,-0.5628263535705345,-0.599687361092013,3
-0.442415261539403,-0.8685765034822989,0.7033118620772645,0.9955474379108492,1.554507451411352,0.3288072124550547,-0.8671531082505229,1.1329009519499638,-0.521468910445679,1.776746937409849,-0.599687361092013,2
-0.442415261539403,0.6347495869827897,0.4712882655656888,0.9955474379108492,1.554507451411352,0.3288072124550547,-0.8671531082505229,1.1329009519499638,-0.521468910445679,-0.5628263535705345,-0.599687361092013,1
2.2603198554237407,1.284836545021747,1.067920370881169,-1.0044724760665291,-0.643290579978945,0.3288072124550547,1.153198887815204,1.1329009519499638,-0.521468910445679,-0.5628263535705345,-0.599687361092013,1
2.2603198554237407,1.1629452403894425,1.2999439673927446,-1.0044724760665291,-0.643290579978945,0.3288072124550547,-0.8671531082505229,1.1329009519499638,1.9176598642195937,-0.5628263535705345,1.6675355608279443,0
-0.442415261539403,1.487988719408921,1.2999439673927446,0.9955474379108492,-0.643290579978945,0.3288072124550547,-0.8671531082505229,-0.8826896987585607,-0.521468910445679,-0.5628263535705345,1.6675355608279443,0
2.2603198554237407,-1.274880852256647,0.1729722129079487,0.9955474379108492,-0.643290579978945,0.3288072124550547,-0.8671531082505229,-0.8826896987585607,-0.521468910445679,1.776746937409849,1.6675355608279443,0
2.2603198554237407,-1.1529895476243426,0.4712882655656888,-1.0044724760665291,-0.643290579978945,0.3288072124550547,1.153198887815204,1.1329009519499638,1.9176598642195937,-0.5628263535705345,1.6675355608279443,0
2.2603198554237407,0.4722278474730504,1.2999439673927446,-1.0044724760665291,-0.643290579978945,0.3288072124550547,1.153198887815204,1.1329009519499638,1.9176598642195937,-0.5628263535705345,-0.599687361092013,1
2.2603198554237407,0.7566408916150942,1.1010665989542512,0.9955474379108492,-0.643290579978945,0.3288072124550547,-0.8671531082505229,-0.8826896987585607,-0.521468910445679,-0.5628263535705345,1.6675355608279443,0
-0.442415261539403,0.4722278474730504,-0.1584900678228736,0.9955474379108492,-0.643290579978945,0.3288072124550547,-0.8671531082505229,-0.8826896987585607,-0.521468910445679,1.776746937409849,-0.599687361092013,2
-0.442415261539403,0.0252930638212673,1.0016279147350045,0.9955474379108492,1.554507451411352,0.3288072124550547,-0.8671531082505229,1.1329009519499638,-0.521468910445679,-0.5628263535705345,-0.599687361092013,1
2.2603198554237407,-0.7466851988499944,-0.6225372608460249,-1.0044724760665291,-0.643290579978945,-3.0412958174896847,1.153198887815204,-0.8826896987585607,-0.521468910445679,1.776746937409849,-0.599687361092013,2
2.2603198554237407,-0.6654243290951247,-0.1916362958959558,-1.0044724760665291,-0.643290579978945,0.3288072124550547,-0.8671531082505229,-0.8826896987585607,-0.521468910445679,-0.5628263535705345,1.6675355608279443,0
-0.442415261539403,1.041053935757138,-1.3186080503807518,-1.0044724760665291,1.554507451411352,0.3288072124550547,-0.8671531082505229,-0.8826896987585607,-0.521468910445679,-0.5628263535705345,-0.599687361092013,3
